Rok,Województwo,Populacja,Specjalność komórki,Liczba porad AOS,Liczba porad AOS/1 tys. mieszk.,Liczba poradni AOS,Liczba poradni AOS/10 tys. mieszk.
2019,wielkopolskie,3498733,poradnia diabetologiczna,178539,51.03,55,0.16
2019,wielkopolskie,3498733,poradnia diabetologiczna dla dzieci,5348,1.53,4,0.01
2019,wielkopolskie,3498733,poradnia endokrynologiczna,142884,40.84,34,0.1
2019,wielkopolskie,3498733,poradnia endokrynologiczna dla dzieci,5987,1.71,2,0.01
2019,wielkopolskie,3498733,poradnia endokrynologiczno-ginekologiczna,5448,1.56,1,0
2019,wielkopolskie,3498733,poradnia foniatryczna,8324,2.38,4,0.01
2019,wielkopolskie,3498733,poradnia gastroenterologiczna,46058,13.16,16,0.05
2019,wielkopolskie,3498733,poradnia gastroenterologiczna dla dzieci,6538,1.87,4,0.01
2019,wielkopolskie,3498733,poradnia genetyczna,4625,1.32,2,0.01
2019,wielkopolskie,3498733,poradnia geriatryczna,5056,1.45,9,0.03
2019,wielkopolskie,3498733,poradnia ginekologiczna,11966,3.42,7,0.02
2019,wielkopolskie,3498733,poradnia ginekologiczna dla dziewcząt,2997,0.86,3,0.01
2019,wielkopolskie,3498733,poradnia ginekologii onkologicznej,34366,9.82,3,0.01
2019,wielkopolskie,3498733,poradnia gruźlicy i chorób płuc,143511,41.02,46,0.13
2019,wielkopolskie,3498733,poradnia gruźlicy i chorób płuc dla dzieci,13282,3.8,6,0.02
2019,wielkopolskie,3498733,poradnia hematologiczna,44933,12.84,10,0.03
2019,wielkopolskie,3498733,poradnia hematologiczna dla dzieci,2745,0.78,1,0
2019,wielkopolskie,3498733,poradnia hepatologiczna,3616,1.03,2,0.01
2019,wielkopolskie,3498733,poradnia kardiochirurgiczna,5138,1.47,5,0.01
2019,wielkopolskie,3498733,poradnia kardiochirurgiczna dla dzieci,195,0.06,1,0
2019,wielkopolskie,3498733,poradnia kardiologiczna,386844,110.57,112,0.32
2019,wielkopolskie,3498733,poradnia kardiologiczna dla dzieci,16615,4.75,7,0.02
2019,wielkopolskie,3498733,poradnia leczenia bólu,25636,7.33,15,0.04
2019,wielkopolskie,3498733,poradnia leczenia mukowiscydozy,313,0.09,1,0
2019,wielkopolskie,3498733,poradnia leczenia niepłodności,1855,0.53,1,0
2019,wielkopolskie,3498733,poradnia leczenia zeza,22380,6.4,5,0.01
2019,wielkopolskie,3498733,poradnia logopedyczna,164183,46.93,93,0.27
2019,wielkopolskie,3498733,poradnia logopedyczna dla dzieci,2144,0.61,2,0.01
2019,wielkopolskie,3498733,poradnia medycyny sportowej,24746,7.07,9,0.03
2019,wielkopolskie,3498733,poradnia nadciśnienia tętniczego,4179,1.19,2,0.01
2019,wielkopolskie,3498733,poradnia nefrologiczna,48191,13.77,26,0.07
2019,wielkopolskie,3498733,poradnia nefrologiczna dla dzieci,6951,1.99,6,0.02
2019,wielkopolskie,3498733,poradnia neonatologiczna,7396,2.11,10,0.03
2019,wielkopolskie,3498733,poradnia neurochirurgiczna,20869,5.96,10,0.03
2019,wielkopolskie,3498733,poradnia neurochirurgiczna dla dzieci,1969,0.56,1,0
2019,wielkopolskie,3498733,poradnia neurologiczna,404200,115.53,139,0.4
2019,wielkopolskie,3498733,poradnia neurologiczna dla dzieci,33622,9.61,16,0.05
2019,wielkopolskie,3498733,poradnia okulistyczna,513964,146.9,136,0.39
2019,wielkopolskie,3498733,poradnia okulistyczna dla dzieci,26057,7.45,8,0.02
2019,wielkopolskie,3498733,poradnia onkologiczna,147232,42.08,39,0.11
2019,wielkopolskie,3498733,poradnia onkologii i hematologii dziecięcej,3943,1.13,2,0.01
2019,wielkopolskie,3498733,poradnia osteoporozy,6685,1.91,2,0.01
2019,wielkopolskie,3498733,poradnia otorynolaryngologiczna,420084,120.07,157,0.45
2019,wielkopolskie,3498733,poradnia otorynolaryngologiczna dla dzieci,18991,5.43,8,0.02
2019,wielkopolskie,3498733,poradnia pediatryczna,324,0.09,13,0.04
2019,wielkopolskie,3498733,poradnia położniczo-ginekologiczna,788145,225.27,264,0.75
2019,wielkopolskie,3498733,poradnia preluksacyjna,42667,12.19,23,0.07
2019,wielkopolskie,3498733,poradnia profilaktyczno-lecznicza (hiv/aids),3445,0.98,1,0
2019,wielkopolskie,3498733,poradnia proktologiczna,23128,6.61,11,0.03
2019,wielkopolskie,3498733,poradnia radioterapii,47405,13.55,1,0
2019,wielkopolskie,3498733,poradnia reumatologiczna,100370,28.69,56,0.16
2019,wielkopolskie,3498733,poradnia reumatologiczna dla dzieci,1522,0.44,2,0.01
2019,wielkopolskie,3498733,poradnia transplantologiczna,5007,1.43,4,0.01
2019,wielkopolskie,3498733,poradnia transplantologiczna dla dzieci,588,0.17,1,0
2019,wielkopolskie,3498733,poradnia urologiczna,202342,57.83,90,0.26
2019,wielkopolskie,3498733,poradnia urologiczna dla dzieci,3393,0.97,2,0.01
2019,wielkopolskie,3498733,poradnia wad postawy,5626,1.61,4,0.01
2019,wielkopolskie,3498733,pracownia diagnostyki obrazowej,207,0.06,1,0
2019,wielkopolskie,3498733,pracownia endoskopii,70342,20.1,50,0.14
2019,wielkopolskie,3498733,pracownia endoskopii dla dzieci,182,0.05,1,0
2019,wielkopolskie,3498733,pracownia lub zakład medycyny nuklearnej,4920,1.41,3,0.01
2019,wielkopolskie,3498733,pracownia rezonansu magnetycznego,107766,30.8,20,0.06
2019,wielkopolskie,3498733,pracownia tomografii komputerowej,110794,31.67,47,0.13
2019,wielkopolskie,3498733,pracownia usg,242,0.07,2,0.01
2019,zachodniopomorskie,1696193,poradnia (gabinet) lekarza podstawowej opieki zdrowotnej,1,0,1,0.01
2019,zachodniopomorskie,1696193,poradnia alergologiczna,92209,54.36,22,0.13
2019,zachodniopomorskie,1696193,poradnia alergologiczna dla dzieci,422,0.25,1,0.01
2019,zachodniopomorskie,1696193,poradnia audiologiczna,18599,10.97,7,0.04
2019,zachodniopomorskie,1696193,poradnia chemioterapii,15307,9.02,1,0.01
2019,zachodniopomorskie,1696193,poradnia chirurgii klatki piersiowej,5173,3.05,1,0.01
2019,zachodniopomorskie,1696193,poradnia chirurgii naczyniowej,12130,7.15,3,0.02
2019,zachodniopomorskie,1696193,poradnia chirurgii ogólnej,352351,207.73,75,0.44
2019,zachodniopomorskie,1696193,poradnia chirurgii ogólnej dla dzieci,35051,20.66,8,0.05
2019,zachodniopomorskie,1696193,poradnia chirurgii onkologicznej,30902,18.22,7,0.04
2019,zachodniopomorskie,1696193,poradnia chirurgii plastycznej,1882,1.11,1,0.01
2019,zachodniopomorskie,1696193,poradnia chirurgii szczękowo-twarzowej,4831,2.85,1,0.01
2019,zachodniopomorskie,1696193,poradnia chirurgii urazowo-ortopedycznej,293229,172.87,50,0.29
2019,zachodniopomorskie,1696193,poradnia chirurgii urazowo-ortopedycznej dla dzieci,9264,5.46,2,0.01
2019,zachodniopomorskie,1696193,poradnia chorób metabolicznych,5412,3.19,3,0.02
2019,zachodniopomorskie,1696193,poradnia chorób naczyń,11094,6.54,4,0.02
2019,zachodniopomorskie,1696193,poradnia chorób płuc,3046,1.8,2,0.01
2019,zachodniopomorskie,1696193,poradnia chorób tarczycy,219,0.13,1,0.01
2019,zachodniopomorskie,1696193,poradnia chorób zakaźnych,12988,7.66,3,0.02
2019,zachodniopomorskie,1696193,poradnia chorób zakaźnych dla dzieci,1715,1.01,1,0.01
2019,zachodniopomorskie,1696193,poradnia dermatologiczna,205973,121.43,57,0.34
2019,zachodniopomorskie,1696193,poradnia diabetologiczna,89309,52.65,33,0.19
2019,zachodniopomorskie,1696193,poradnia diabetologiczna dla dzieci,2844,1.68,2,0.01
2019,zachodniopomorskie,1696193,poradnia endokrynologiczna,76598,45.16,11,0.06
2019,zachodniopomorskie,1696193,poradnia endokrynologiczna dla dzieci,6650,3.92,1,0.01
2019,zachodniopomorskie,1696193,poradnia endokrynologiczno-ginekologiczna,3485,2.05,1,0.01
2019,zachodniopomorskie,1696193,poradnia gastroenterologiczna,36089,21.28,23,0.14
2019,zachodniopomorskie,1696193,poradnia gastroenterologiczna dla dzieci,3457,2.04,2,0.01
2019,zachodniopomorskie,1696193,poradnia genetyczna,20333,11.99,2,0.01
2019,zachodniopomorskie,1696193,poradnia geriatryczna,3140,1.85,4,0.02
2019,zachodniopomorskie,1696193,poradnia ginekologiczna dla dziewcząt,4010,2.36,2,0.01
2019,zachodniopomorskie,1696193,poradnia gruźlicy i chorób płuc,103580,61.07,36,0.21
2019,zachodniopomorskie,1696193,poradnia gruźlicy i chorób płuc dla dzieci,11364,6.7,3,0.02
2019,zachodniopomorskie,1696193,poradnia hematologiczna,16142,9.52,5,0.03
2019,zachodniopomorskie,1696193,poradnia hematologiczna dla dzieci,4022,2.37,1,0.01
2019,zachodniopomorskie,1696193,poradnia hepatologiczna,15375,9.06,3,0.02
2019,zachodniopomorskie,1696193,poradnia kardiochirurgiczna,1757,1.04,1,0.01
2019,zachodniopomorskie,1696193,poradnia kardiologiczna,245703,144.86,47,0.28
2019,zachodniopomorskie,1696193,poradnia kardiologiczna dla dzieci,8039,4.74,3,0.02
2019,zachodniopomorskie,1696193,poradnia leczenia bólu,9748,5.75,5,0.03
2019,zachodniopomorskie,1696193,poradnia leczenia zeza,12764,7.53,1,0.01
2019,zachodniopomorskie,1696193,poradnia logopedyczna,52276,30.82,38,0.22
2019,zachodniopomorskie,1696193,poradnia medycyny sportowej,12993,7.66,11,0.06
2019,zachodniopomorskie,1696193,poradnia nadciśnienia tętniczego,3703,2.18,1,0.01
2019,zachodniopomorskie,1696193,poradnia nefrologiczna,22696,13.38,13,0.08
2019,zachodniopomorskie,1696193,poradnia nefrologiczna dla dzieci,3302,1.95,1,0.01
2019,zachodniopomorskie,1696193,poradnia neonatologiczna,3836,2.26,7,0.04
2019,zachodniopomorskie,1696193,poradnia neurochirurgiczna,10688,6.3,4,0.02
2019,zachodniopomorskie,1696193,poradnia neurochirurgiczna dla dzieci,2147,1.27,1,0.01
2019,zachodniopomorskie,1696193,poradnia neurologiczna,191394,112.84,61,0.36
2019,zachodniopomorskie,1696193,poradnia neurologiczna dla dzieci,12084,7.12,5,0.03
2019,zachodniopomorskie,1696193,poradnia okulistyczna,316129,186.38,68,0.4
2019,zachodniopomorskie,1696193,poradnia onkologiczna,77649,45.78,15,0.09
2019,zachodniopomorskie,1696193,poradnia otorynolaryngologiczna,191613,112.97,65,0.38
2019,zachodniopomorskie,1696193,poradnia otorynolaryngologiczna dla dzieci,5288,3.12,3,0.02
2019,zachodniopomorskie,1696193,poradnia patologii ciąży,8556,5.04,2,0.01
2019,zachodniopomorskie,1696193,poradnia położniczo-ginekologiczna,449802,265.18,134,0.79
2019,zachodniopomorskie,1696193,poradnia preluksacyjna,19837,11.7,11,0.06
2019,zachodniopomorskie,1696193,poradnia profilaktyczno-lecznicza (hiv/aids),5317,3.13,1,0.01
2019,zachodniopomorskie,1696193,poradnia proktologiczna,3887,2.29,1,0.01
2019,zachodniopomorskie,1696193,poradnia radioterapii,18740,11.05,2,0.01
2019,zachodniopomorskie,1696193,poradnia reumatologiczna,41354,24.38,20,0.12
2019,zachodniopomorskie,1696193,poradnia reumatologiczna dla dzieci,1943,1.15,2,0.01
2019,zachodniopomorskie,1696193,poradnia transplantologiczna,6908,4.07,3,0.02
2019,zachodniopomorskie,1696193,poradnia urologiczna,137769,81.22,49,0.29
2019,zachodniopomorskie,1696193,poradnia wad postawy,6524,3.85,5,0.03
2019,zachodniopomorskie,1696193,poradnia zaburzeń i wad rozwojowych dzieci,464,0.27,2,0.01
2019,zachodniopomorskie,1696193,pracownia endoskopii,46845,27.62,34,0.2
2019,zachodniopomorskie,1696193,pracownia endoskopii dla dzieci,286,0.17,1,0.01
2019,zachodniopomorskie,1696193,pracownia lub zakład medycyny nuklearnej,8447,4.98,4,0.02
2019,zachodniopomorskie,1696193,pracownia rezonansu magnetycznego,51914,30.61,12,0.07
2019,zachodniopomorskie,1696193,pracownia tomografii komputerowej,60713,35.79,19,0.11
2019,zachodniopomorskie,1696193,pracownia usg,299,0.18,1,0.01
2019,zachodniopomorskie,1696193,pracownie inne,367,0.22,2,0.01
2019,łódzkie,2454779,inne pracownie diagnostyczne lub zabiegowe,895,0.36,2,0.01
2019,łódzkie,2454779,oddział gastroenterologiczny dla dzieci,418,0.17,1,0
2019,łódzkie,2454779,poradnia alergologiczna,124364,50.66,42,0.17
2019,łódzkie,2454779,poradnia alergologiczna dla dzieci,65508,26.69,20,0.08
2019,łódzkie,2454779,poradnia andrologiczna,767,0.31,1,0
2019,łódzkie,2454779,poradnia audiologiczna,8623,3.51,5,0.02
2019,łódzkie,2454779,poradnia audiologiczna dla dzieci,6917,2.82,3,0.01
2019,łódzkie,2454779,poradnia chemioterapii,3239,1.32,1,0
2019,łódzkie,2454779,poradnia chirurgii klatki piersiowej,10143,4.13,3,0.01
2019,łódzkie,2454779,poradnia chirurgii naczyniowej,21690,8.84,7,0.03
2019,łódzkie,2454779,poradnia chirurgii ogólnej,349192,142.25,82,0.33
2019,łódzkie,2454779,poradnia chirurgii ogólnej dla dzieci,50167,20.44,13,0.05
2019,łódzkie,2454779,poradnia chirurgii onkologicznej,47400,19.31,15,0.06
2019,łódzkie,2454779,poradnia chirurgii onkologicznej dla dzieci,2053,0.84,1,0
2019,łódzkie,2454779,poradnia chirurgii plastycznej,6602,2.69,1,0
2019,łódzkie,2454779,poradnia chirurgii szczękowo-twarzowej,33897,13.81,7,0.03
2019,łódzkie,2454779,poradnia chirurgii urazowo-ortopedycznej,498501,203.07,65,0.26
2019,łódzkie,2454779,poradnia chirurgii urazowo-ortopedycznej dla dzieci,14094,5.74,5,0.02
2019,łódzkie,2454779,poradnia chorób metabolicznych,6222,2.53,7,0.03
2019,łódzkie,2454779,poradnia chorób metabolicznych dla dzieci,767,0.31,1,0
2019,łódzkie,2454779,poradnia chorób naczyń,17466,7.12,4,0.02
2019,łódzkie,2454779,poradnia chorób płuc,74057,30.17,22,0.09
2019,łódzkie,2454779,poradnia chorób płuc dla dzieci,3603,1.47,4,0.02
2019,łódzkie,2454779,poradnia chorób zakaźnych,26514,10.8,9,0.04
2019,łódzkie,2454779,poradnia chorób zakaźnych dla dzieci,2660,1.08,2,0.01
2019,łódzkie,2454779,poradnia dermatologiczna,343335,139.86,103,0.42
2019,łódzkie,2454779,poradnia diabetologiczna,162993,66.4,54,0.22
2019,łódzkie,2454779,poradnia diabetologiczna dla dzieci,4978,2.03,3,0.01
2019,łódzkie,2454779,poradnia endokrynologiczna,136488,55.6,36,0.15
2019,łódzkie,2454779,poradnia endokrynologiczna dla dzieci,12083,4.92,5,0.02
2019,łódzkie,2454779,poradnia endokrynologiczna osteoporozy,11630,4.74,2,0.01
2019,łódzkie,2454779,poradnia foniatryczna,1643,0.67,2,0.01
2019,łódzkie,2454779,poradnia gastroenterologiczna,62366,25.41,33,0.13
2019,łódzkie,2454779,poradnia gastroenterologiczna dla dzieci,11338,4.62,5,0.02
2019,łódzkie,2454779,poradnia genetyczna,11615,4.73,7,0.03
2019,łódzkie,2454779,poradnia geriatryczna,4119,1.68,7,0.03
2019,łódzkie,2454779,poradnia ginekologiczna,36360,14.81,19,0.08
2019,łódzkie,2454779,poradnia ginekologiczna dla dziewcząt,2668,1.09,2,0.01
2019,łódzkie,2454779,poradnia gruźlicy i chorób płuc,97039,39.53,25,0.1
2019,łódzkie,2454779,poradnia gruźlicy i chorób płuc dla dzieci,30928,12.6,8,0.03
2019,łódzkie,2454779,poradnia hematologiczna,30428,12.4,1,0
2019,łódzkie,2454779,poradnia hepatologiczna,18645,7.6,6,0.02
2019,łódzkie,2454779,poradnia immunologiczna,2069,0.84,2,0.01
2019,łódzkie,2454779,poradnia immunologiczna dla dzieci,2004,0.82,1,0
2019,łódzkie,2454779,poradnia kardiochirurgiczna,5178,2.11,2,0.01
2019,łódzkie,2454779,poradnia kardiologiczna,303498,123.64,65,0.26
2019,łódzkie,2454779,poradnia kardiologiczna dla dzieci,13082,5.33,7,0.03
2019,łódzkie,2454779,poradnia leczenia bólu,9370,3.82,9,0.04
2019,łódzkie,2454779,poradnia leczenia mukowiscydozy dla dzieci,538,0.22,1,0
2019,łódzkie,2454779,poradnia leczenia niepłodności,4082,1.66,2,0.01
2019,łódzkie,2454779,poradnia leczenia zeza,13755,5.6,7,0.03
2019,łódzkie,2454779,poradnia logopedyczna,88179,35.92,45,0.18
2019,łódzkie,2454779,poradnia logopedyczna dla dzieci,2068,0.84,3,0.01
2019,łódzkie,2454779,poradnia medycyny sportowej,7392,3.01,7,0.03
2019,łódzkie,2454779,poradnia medycyny sportowej dla dzieci,222,0.09,1,0
2019,łódzkie,2454779,poradnia nefrologiczna,33976,13.84,17,0.07
2019,łódzkie,2454779,poradnia nefrologiczna dla dzieci,6837,2.79,4,0.02
2019,łódzkie,2454779,poradnia neonatologiczna,6638,2.7,9,0.04
2019,łódzkie,2454779,poradnia neurochirurgiczna,16995,6.92,7,0.03
2019,łódzkie,2454779,poradnia neurochirurgiczna dla dzieci,2281,0.93,1,0
2019,łódzkie,2454779,poradnia neurologiczna,328207,133.7,90,0.37
2019,łódzkie,2454779,poradnia neurologiczna dla dzieci,23066,9.4,14,0.06
2019,łódzkie,2454779,poradnia okulistyczna,502301,204.62,127,0.52
2019,łódzkie,2454779,poradnia okulistyczna dla dzieci,33771,13.76,16,0.07
2019,łódzkie,2454779,poradnia onkologiczna,121698,49.58,27,0.11
2019,łódzkie,2454779,poradnia onkologii i hematologii dziecięcej,6787,2.76,1,0
2019,łódzkie,2454779,poradnia osteoporozy,15258,6.22,6,0.02
2019,łódzkie,2454779,poradnia otorynolaryngologiczna,276747,112.74,102,0.42
2019,łódzkie,2454779,poradnia otorynolaryngologiczna dla dzieci,20781,8.47,14,0.06
2019,łódzkie,2454779,poradnia patologii ciąży,3815,1.55,1,0
2019,łódzkie,2454779,poradnia pediatryczna szczepień dla dzieci z grup wysokiego ryzyka,3646,1.49,1,0
2019,łódzkie,2454779,poradnia położniczo-ginekologiczna,491019,200.03,156,0.64
2019,łódzkie,2454779,poradnia preluksacyjna,13406,5.46,12,0.05
2019,łódzkie,2454779,poradnia profilaktyczno-lecznicza (hiv/aids),4181,1.7,1,0
2019,łódzkie,2454779,poradnia proktologiczna,12734,5.19,8,0.03
2019,łódzkie,2454779,poradnia radioterapii,10799,4.4,1,0
2019,łódzkie,2454779,poradnia reumatologiczna,69101,28.15,27,0.11
2019,łódzkie,2454779,poradnia reumatologiczna dla dzieci,2210,0.9,1,0
2019,łódzkie,2454779,poradnia transplantologiczna,2579,1.05,2,0.01
2019,łódzkie,2454779,poradnia urologiczna,193989,79.03,50,0.2
2019,łódzkie,2454779,poradnia urologiczna dla dzieci,5158,2.1,5,0.02
2019,łódzkie,2454779,poradnia wad postawy,2486,1.01,5,0.02
2019,łódzkie,2454779,poradnia zaburzeń i wad rozwojowych dzieci,746,0.3,1,0
2019,łódzkie,2454779,pracownia endoskopii,57709,23.51,40,0.16
2019,łódzkie,2454779,pracownia lub zakład medycyny nuklearnej,19076,7.77,5,0.02
2019,łódzkie,2454779,pracownia rentgenodiagnostyki ogólnej,2061,0.84,1,0
2019,łódzkie,2454779,pracownia rezonansu magnetycznego,92550,37.7,23,0.09
2019,łódzkie,2454779,pracownia tomografii komputerowej,91150,37.13,40,0.16
2019,łódzkie,2454779,pracownia usg,1269,0.52,2,0.01
2019,śląskie,4517635,inne pracownie diagnostyczne lub zabiegowe,938,0.21,1,0
2019,śląskie,4517635,oddział gastroenterologiczny,776,0.17,1,0
2019,śląskie,4517635,poradnia alergologiczna,215384,47.68,79,0.17
2019,śląskie,4517635,poradnia alergologiczna dla dzieci,130390,28.86,43,0.1
2019,śląskie,4517635,poradnia audiologiczna,14065,3.11,8,0.02
2019,śląskie,4517635,poradnia audiologiczna dla dzieci,7484,1.66,2,0
2019,śląskie,4517635,poradnia chemioterapii,1575,0.35,1,0
2019,śląskie,4517635,poradnia chirurgii klatki piersiowej,10703,2.37,2,0
2019,śląskie,4517635,poradnia chirurgii naczyniowej,48475,10.73,11,0.02
2019,śląskie,4517635,poradnia chirurgii ogólnej,900886,199.42,219,0.48
2019,śląskie,4517635,poradnia chirurgii ogólnej dla dzieci,176644,39.1,41,0.09
2019,śląskie,4517635,poradnia chirurgii onkologicznej,49188,10.89,9,0.02
2019,śląskie,4517635,poradnia chirurgii onkologicznej dla dzieci,2495,0.55,1,0
2019,śląskie,4517635,poradnia chirurgii plastycznej,8288,1.83,5,0.01
2019,śląskie,4517635,poradnia chirurgii szczękowo-twarzowej,27387,6.06,7,0.02
2019,śląskie,4517635,poradnia chirurgii urazowo-ortopedycznej,1030435,228.09,128,0.28
2019,śląskie,4517635,poradnia chirurgii urazowo-ortopedycznej dla dzieci,37509,8.3,18,0.04
2019,śląskie,4517635,poradnia chorób metabolicznych,15282,3.38,22,0.05
2019,śląskie,4517635,poradnia chorób metabolicznych dla dzieci,3062,0.68,2,0
2019,śląskie,4517635,poradnia chorób naczyń,62145,13.76,32,0.07
2019,śląskie,4517635,poradnia chorób odzwierzęcych i pasożytniczych,3842,0.85,1,0
2019,śląskie,4517635,poradnia chorób płuc,78887,17.46,47,0.1
2019,śląskie,4517635,poradnia chorób płuc dla dzieci,5786,1.28,4,0.01
2019,śląskie,4517635,poradnia chorób tarczycy,21358,4.73,10,0.02
2019,śląskie,4517635,poradnia chorób zakaźnych,37851,8.38,14,0.03
2019,śląskie,4517635,poradnia chorób zakaźnych dla dzieci,1612,0.36,2,0
2019,śląskie,4517635,poradnia dermatologiczna,639344,141.52,195,0.43
2019,śląskie,4517635,poradnia dermatologiczna dla dzieci,19957,4.42,5,0.01
2019,śląskie,4517635,poradnia diabetologiczna,365147,80.83,126,0.28
2019,śląskie,4517635,poradnia diabetologiczna dla dzieci,9233,2.04,4,0.01
2019,śląskie,4517635,poradnia endokrynologiczna,236198,52.28,72,0.16
2019,śląskie,4517635,poradnia endokrynologiczna dla dzieci,18431,4.08,5,0.01
2019,śląskie,4517635,poradnia endokrynologiczno-ginekologiczna,2232,0.49,1,0
2019,śląskie,4517635,poradnia foniatryczna,16359,3.62,7,0.02
2019,śląskie,4517635,poradnia gastroenterologiczna,117161,25.93,54,0.12
2019,śląskie,4517635,poradnia gastroenterologiczna dla dzieci,16799,3.72,9,0.02
2019,śląskie,4517635,poradnia genetyczna,14732,3.26,3,0.01
2019,śląskie,4517635,poradnia genetyczna dla dzieci,1294,0.29,1,0
2019,śląskie,4517635,poradnia geriatryczna,14822,3.28,17,0.04
2019,śląskie,4517635,poradnia ginekologiczna,154753,34.26,72,0.16
2019,śląskie,4517635,poradnia ginekologiczna dla dziewcząt,5781,1.28,9,0.02
2019,śląskie,4517635,poradnia gruźlicy i chorób płuc,227757,50.42,47,0.1
2019,śląskie,4517635,poradnia gruźlicy i chorób płuc dla dzieci,20353,4.51,10,0.02
2019,śląskie,4517635,poradnia hematologiczna,58900,13.04,24,0.05
2019,śląskie,4517635,poradnia hematologiczna dla dzieci,2651,0.59,3,0.01
2019,śląskie,4517635,poradnia hepatologiczna,19511,4.32,10,0.02
2019,śląskie,4517635,poradnia hepatologiczna dla dzieci,401,0.09,1,0
2019,śląskie,4517635,poradnia immunologiczna,2725,0.6,1,0
2019,śląskie,4517635,poradnia kardiochirurgiczna,6160,1.36,2,0
2019,śląskie,4517635,poradnia kardiochirurgiczna dla dzieci,111,0.02,1,0
2019,śląskie,4517635,poradnia kardiologiczna,652854,144.51,167,0.37
2019,śląskie,4517635,poradnia kardiologiczna dla dzieci,55505,12.29,19,0.04
2019,śląskie,4517635,poradnia leczenia bólu,219232,48.53,48,0.11
2019,śląskie,4517635,poradnia leczenia bólu dla dzieci,5733,1.27,2,0
2019,śląskie,4517635,poradnia leczenia mukowiscydozy dla dzieci,419,0.09,1,0
2019,śląskie,4517635,poradnia leczenia niepłodności,313,0.07,2,0
2019,śląskie,4517635,poradnia leczenia zeza,3028,0.67,2,0
2019,śląskie,4517635,poradnia logopedyczna,132452,29.32,72,0.16
2019,śląskie,4517635,poradnia logopedyczna dla dzieci,1018,0.23,2,0
2019,śląskie,4517635,poradnia medycyny nuklearnej,1491,0.33,1,0
2019,śląskie,4517635,poradnia medycyny sportowej,8601,1.9,11,0.02
2019,śląskie,4517635,poradnia medycyny sportowej dla dzieci,4824,1.07,2,0
2019,śląskie,4517635,poradnia nadciśnienia tętniczego,1047,0.23,1,0
2019,śląskie,4517635,poradnia nefrologiczna,66018,14.61,40,0.09
2019,śląskie,4517635,poradnia nefrologiczna dla dzieci,15281,3.38,9,0.02
2019,śląskie,4517635,poradnia neonatologiczna,11586,2.56,23,0.05
2019,śląskie,4517635,poradnia neurochirurgiczna,34108,7.55,9,0.02
2019,śląskie,4517635,poradnia neurochirurgiczna dla dzieci,2382,0.53,1,0
2019,śląskie,4517635,poradnia neurologiczna,763245,168.95,275,0.61
2019,śląskie,4517635,poradnia neurologiczna dla dzieci,48178,10.66,23,0.05
2019,śląskie,4517635,poradnia okulistyczna,960672,212.65,270,0.6
2019,śląskie,4517635,poradnia okulistyczna dla dzieci,85297,18.88,37,0.08
2019,śląskie,4517635,poradnia onkologiczna,350340,77.55,52,0.12
2019,śląskie,4517635,poradnia onkologii i hematologii dziecięcej,8405,1.86,4,0.01
2019,śląskie,4517635,poradnia osteoporozy,7666,1.7,4,0.01
2019,śląskie,4517635,poradnia otorynolaryngologiczna,605473,134.02,253,0.56
2019,śląskie,4517635,poradnia otorynolaryngologiczna dla dzieci,49854,11.04,24,0.05
2019,śląskie,4517635,poradnia patologii ciąży,1834,0.41,5,0.01
2019,śląskie,4517635,poradnia pediatryczna szczepień dla dzieci z grup wysokiego ryzyka,1080,0.24,1,0
2019,śląskie,4517635,poradnia planowania rodziny i rozrodczości,1780,0.39,1,0
2019,śląskie,4517635,poradnia położniczo-ginekologiczna,984882,218.01,345,0.76
2019,śląskie,4517635,poradnia preluksacyjna,52884,11.71,33,0.07
2019,śląskie,4517635,poradnia profilaktyczno-lecznicza (hiv/aids),12007,2.66,1,0
2019,śląskie,4517635,poradnia profilaktyki chorób piersi,80158,17.74,37,0.08
2019,śląskie,4517635,poradnia proktologiczna,31783,7.04,31,0.07
2019,śląskie,4517635,poradnia radioterapii,3366,0.75,1,0
2019,śląskie,4517635,poradnia reumatologiczna,227951,50.46,93,0.21
2019,śląskie,4517635,poradnia reumatologiczna dla dzieci,3295,0.73,4,0.01
2019,śląskie,4517635,poradnia toksykologiczna,28,0.01,1,0
2019,śląskie,4517635,poradnia transplantologiczna,16026,3.55,4,0.01
2019,śląskie,4517635,poradnia urologiczna,377193,83.49,116,0.26
2019,śląskie,4517635,poradnia urologiczna dla dzieci,2568,0.57,1,0
2019,śląskie,4517635,poradnia wad postawy,29686,6.57,31,0.07
2019,śląskie,4517635,poradnia wenerologiczna,7703,1.71,1,0
2019,śląskie,4517635,poradnia zaburzeń i wad rozwojowych dzieci,169,0.04,1,0
2019,śląskie,4517635,pracownia endoskopii,80325,17.78,74,0.16
2019,śląskie,4517635,pracownia endoskopii dla dzieci,5,0,1,0
2019,śląskie,4517635,pracownia lub zakład medycyny nuklearnej,12243,2.71,7,0.02
2019,śląskie,4517635,pracownia rentgenodiagnostyki ogólnej,2351,0.52,1,0
2019,śląskie,4517635,pracownia rezonansu magnetycznego,157170,34.79,42,0.09
2019,śląskie,4517635,pracownia tomografii komputerowej,235515,52.13,65,0.14
2019,śląskie,4517635,pracownia usg,942,0.21,2,0
2019,świętokrzyskie,1233961,poradnia alergologiczna,58009,47.01,23,0.19
2019,świętokrzyskie,1233961,poradnia alergologiczna dla dzieci,33698,27.31,10,0.08
